TransactionID,Branch,Product,Channel,IncomeBand,OfferType,FeeType,CustomerID,TransactionDate,TransactionValue,RevenueFee,NPSCategory
8003,Murcia,Mortgage,Mobile,Middle Income,Others,Late Payment Fees,4262,23/06/2024,8667,245,Promoter
8004,Barcelona,Loan,Branch,Low Income,Platinum,Credit Card Fees,6195,06/04/2023,2013,76,Detractor
8005,Malaga,Mortgage,Branch,Middle Income,Business,Insurance Fees,6896,30/05/2023,7512,331,Promoter
8006,Bilbao,Savings Account,Online,Low Income,Others,Late Payment Fees,9763,05/03/2023,1416,201,Detractor
8007,Malaga,Savings Account,ATM,High Income,Others,Late Payment Fees,5392,28/11/2024,534,305,Detractor
8008,Valencia,Loan,Mobile,Middle Income,Platinum,Credit Card Fees,7294,04/09/2023,9130,346,Detractor
8009,Murcia,Credit Card,Branch,High Income,Business,Insurance Fees,5084,06/04/2023,937,122,Detractor
8010,Murcia,Loan,Branch,Middle Income,Others,Late Payment Fees,8007,04/06/2024,2572,307,Detractor
8011,Valencia,Credit Card,Mobile,High Income,Business,Credit Card Fees,1448,31/10/2024,6855,413,Detractor
8012,Valencia,Checking Account,Online,Low Income,Others,Insurance Fees,7215,23/12/2024,6498,358,Detractor
8013,Zaragoza,Credit Card,Mobile,Middle Income,Business,Credit Card Fees,6427,11/12/2024,8034,191,Passive
8014,Valencia,Loan,Online,Low Income,Others,Insurance Fees,4773,17/01/2024,3356,369,Detractor
8015,Madrid,Loan,ATM,Middle Income,Student,Insurance Fees,1815,26/07/2024,6408,195,Passive
8016,Valencia,Credit Card,Online,Middle Income,Business,Insurance Fees,3435,07/12/2024,259,387,Promoter
8017,Madrid,Mortgage,ATM,High Income,Student,Credit Card Fees,8632,20/07/2023,2665,276,Promoter
8018,Valencia,Credit Card,ATM,Middle Income,Business,Credit Card Fees,5764,21/03/2024,4581,115,Passive
8019,Zaragoza,Checking Account,ATM,High Income,Platinum,Credit Card Fees,7874,12/08/2024,5545,401,Detractor
8020,Madrid,Checking Account,Mobile,Middle Income,Others,Insurance Fees,3697,28/08/2023,3069,101,Detractor
8021,Bilbao,Mortgage,Branch,Middle Income,Student,Late Payment Fees,9121,12/04/2024,5930,454,Detractor
8022,Madrid,Checking Account,Mobile,Middle Income,Others,Credit Card Fees,5805,12/06/2023,6492,134,Detractor
8023,Barcelona,Loan,Mobile,High Income,Business,Late Payment Fees,1336,06/11/2023,8600,140,Passive
8024,Zaragoza,Mortgage,Branch,High Income,Others,Insurance Fees,4309,05/03/2024,1894,17,Detractor
8025,Malaga,Mortgage,Branch,High Income,Platinum,Credit Card Fees,5609,11/05/2023,7659,8,Detractor
8026,Madrid,Mortgage,Branch,Low Income,Business,Credit Card Fees,6477,09/03/2024,4463,314,Passive
8027,Barcelona,Credit Card,Branch,Middle Income,Others,Late Payment Fees,9108,06/01/2023,8340,128,Detractor
8028,Barcelona,Credit Card,ATM,Low Income,Business,Insurance Fees,8705,18/01/2023,9874,100,Promoter
8029,Barcelona,Mortgage,Branch,High Income,Business,Credit Card Fees,2370,09/09/2024,1852,389,Detractor
8030,Valencia,Checking Account,Mobile,Low Income,Business,Late Payment Fees,2419,14/06/2023,4783,468,Detractor
8031,Barcelona,Loan,ATM,Middle Income,Others,Insurance Fees,9428,22/12/2024,2813,7,Promoter
8032,Valencia,Loan,Mobile,High Income,Student,Credit Card Fees,9931,27/12/2023,5658,423,Detractor
8033,Malaga,Credit Card,ATM,Middle Income,Platinum,Credit Card Fees,9811,27/09/2024,9441,19,Passive
8034,Zaragoza,Savings Account,ATM,High Income,Platinum,Late Payment Fees,7460,02/03/2024,8743,66,Promoter
8035,Murcia,Mortgage,Online,Low Income,Student,Insurance Fees,4141,07/06/2024,8821,373,Passive
8036,Valencia,Savings Account,ATM,High Income,Student,Insurance Fees,1587,09/12/2024,2991,408,Detractor
8037,Barcelona,Loan,Online,High Income,Others,Credit Card Fees,3796,16/06/2024,7654,462,Promoter
8038,Barcelona,Credit Card,Online,High Income,Others,Insurance Fees,1843,18/03/2024,4768,118,Detractor
8039,Bilbao,Credit Card,ATM,High Income,Platinum,Insurance Fees,8965,25/01/2023,4758,113,Detractor
8040,Barcelona,Credit Card,Branch,Middle Income,Others,Late Payment Fees,1113,24/01/2023,494,496,Passive
8041,Zaragoza,Credit Card,Branch,Low Income,Business,Credit Card Fees,7697,12/05/2023,3001,318,Detractor
8042,Madrid,Credit Card,Mobile,Middle Income,Student,Credit Card Fees,2527,10/10/2024,4328,212,Detractor
8043,Madrid,Mortgage,Mobile,Low Income,Business,Insurance Fees,4947,22/08/2024,4912,453,Promoter
8044,Barcelona,Savings Account,Online,Low Income,Others,Credit Card Fees,9688,28/05/2024,500,345,Detractor
8045,Bilbao,Loan,ATM,Middle Income,Others,Late Payment Fees,3964,16/09/2024,9456,240,Detractor
8046,Valencia,Loan,ATM,Middle Income,Business,Late Payment Fees,6431,11/06/2023,1558,374,Passive
8047,Zaragoza,Credit Card,ATM,Middle Income,Others,Insurance Fees,9255,20/09/2023,1942,41,Passive
8048,Bilbao,Credit Card,Online,Low Income,Business,Insurance Fees,2765,18/03/2024,6827,365,Detractor
8049,Valencia,Credit Card,ATM,Low Income,Others,Credit Card Fees,9393,28/04/2024,5376,334,Promoter
8050,Zaragoza,Checking Account,Mobile,Middle Income,Student,Credit Card Fees,7955,07/12/2024,4910,10,Detractor
8051,Barcelona,Loan,Branch,High Income,Business,Credit Card Fees,2266,06/01/2023,5626,115,Passive
8052,Madrid,Credit Card,Online,High Income,Student,Insurance Fees,2717,22/08/2024,9740,491,Detractor
8053,Zaragoza,Savings Account,Branch,High Income,Student,Credit Card Fees,5133,28/06/2024,2877,225,Detractor
8054,Barcelona,Checking Account,Online,Low Income,Business,Insurance Fees,9802,19/06/2024,7070,237,Promoter
8055,Malaga,Mortgage,Branch,Low Income,Business,Credit Card Fees,1323,21/09/2023,9205,417,Detractor
8056,Murcia,Checking Account,Online,High Income,Student,Late Payment Fees,8850,12/08/2023,2162,368,Detractor
8057,Zaragoza,Checking Account,Branch,High Income,Others,Insurance Fees,1527,16/09/2024,9576,398,Passive
8058,Murcia,Checking Account,Mobile,Middle Income,Others,Credit Card Fees,3007,12/11/2024,2700,407,Detractor
8059,Zaragoza,Savings Account,Mobile,Middle Income,Business,Insurance Fees,1126,28/07/2024,6949,212,Passive
8060,Murcia,Loan,Online,High Income,Others,Insurance Fees,3113,29/09/2024,9872,449,Passive
8061,Malaga,Credit Card,Mobile,High Income,Others,Late Payment Fees,7164,19/08/2023,7774,185,Detractor
8062,Madrid,Savings Account,Branch,High Income,Others,Credit Card Fees,9408,15/11/2024,3404,127,Detractor
8063,Valencia,Savings Account,Mobile,Low Income,Platinum,Credit Card Fees,8126,11/08/2023,5225,368,Detractor
8064,Murcia,Credit Card,Mobile,Low Income,Platinum,Credit Card Fees,5622,30/01/2024,6854,319,Passive
8065,Malaga,Checking Account,Branch,High Income,Student,Late Payment Fees,1313,29/03/2024,8974,155,Passive
8066,Murcia,Mortgage,Branch,Low Income,Others,Late Payment Fees,9602,16/01/2023,6208,152,Detractor
8067,Madrid,Checking Account,ATM,Low Income,Student,Insurance Fees,4990,14/04/2024,2443,249,Detractor
8068,Murcia,Checking Account,ATM,Low Income,Business,Credit Card Fees,6262,08/04/2023,3080,248,Detractor
8069,Malaga,Loan,Online,High Income,Platinum,Late Payment Fees,8180,27/05/2023,2611,352,Passive
8070,Barcelona,Checking Account,Online,Middle Income,Platinum,Late Payment Fees,2725,13/10/2023,3769,24,Passive
8071,Malaga,Mortgage,ATM,Low Income,Platinum,Credit Card Fees,1439,06/09/2024,7041,453,Detractor
8072,Bilbao,Savings Account,Branch,High Income,Others,Credit Card Fees,1102,28/11/2024,2440,277,Detractor
8073,Madrid,Checking Account,Online,Middle Income,Platinum,Insurance Fees,2624,25/02/2024,4875,331,Passive
8074,Barcelona,Savings Account,Branch,High Income,Others,Late Payment Fees,4309,09/08/2024,106,213,Passive
8075,Bilbao,Loan,ATM,High Income,Platinum,Late Payment Fees,8489,17/09/2023,7653,301,Detractor
8076,Madrid,Mortgage,ATM,Low Income,Student,Credit Card Fees,1290,18/09/2024,2288,182,Detractor
8077,Barcelona,Credit Card,Online,High Income,Others,Insurance Fees,9736,01/04/2024,2245,41,Detractor
8078,Murcia,Credit Card,ATM,Low Income,Others,Insurance Fees,6763,04/08/2023,8111,114,Passive
8079,Barcelona,Loan,Online,Middle Income,Platinum,Insurance Fees,2331,30/11/2023,3199,346,Promoter
8080,Malaga,Mortgage,Mobile,Middle Income,Student,Late Payment Fees,3117,09/01/2023,2166,207,Detractor
8081,Bilbao,Savings Account,Branch,Low Income,Business,Insurance Fees,5678,05/03/2023,3329,322,Passive
8082,Murcia,Loan,Branch,Middle Income,Others,Insurance Fees,1053,20/09/2024,462,25,Detractor
8083,Malaga,Checking Account,Branch,Low Income,Business,Insurance Fees,3783,25/09/2023,182,309,Promoter
8084,Madrid,Savings Account,Mobile,Low Income,Platinum,Credit Card Fees,6973,06/06/2023,6660,63,Detractor
8085,Barcelona,Checking Account,ATM,Middle Income,Student,Late Payment Fees,6537,13/10/2023,4132,38,Promoter
8086,Malaga,Checking Account,ATM,Middle Income,Others,Insurance Fees,3720,22/07/2023,9953,316,Passive
8087,Murcia,Savings Account,Mobile,High Income,Student,Late Payment Fees,9835,10/02/2023,6786,98,Promoter
8088,Bilbao,Checking Account,Mobile,Low Income,Others,Insurance Fees,5435,27/04/2023,9690,301,Detractor
8089,Bilbao,Credit Card,ATM,Middle Income,Student,Insurance Fees,2331,01/12/2023,3691,331,Promoter
8090,Barcelona,Savings Account,Mobile,Middle Income,Business,Insurance Fees,8438,24/05/2024,1623,202,Promoter
8091,Malaga,Loan,ATM,Middle Income,Student,Credit Card Fees,1594,08/07/2024,7961,98,Promoter
8092,Murcia,Credit Card,Mobile,High Income,Student,Insurance Fees,7479,31/10/2023,9194,176,Detractor
8093,Zaragoza,Loan,Mobile,Middle Income,Business,Credit Card Fees,7728,12/08/2023,3809,138,Detractor
8094,Madrid,Mortgage,ATM,Middle Income,Student,Credit Card Fees,3356,07/12/2024,936,285,Detractor
8095,Madrid,Loan,ATM,Low Income,Business,Insurance Fees,5977,04/10/2023,8148,23,Promoter
8096,Murcia,Savings Account,ATM,Middle Income,Business,Insurance Fees,6620,13/07/2024,4489,41,Promoter
8097,Zaragoza,Loan,ATM,High Income,Others,Credit Card Fees,3342,11/01/2023,5107,391,Detractor
8098,Bilbao,Mortgage,Online,Low Income,Business,Insurance Fees,1077,29/11/2024,9589,401,Promoter
8099,Barcelona,Checking Account,Online,Middle Income,Platinum,Credit Card Fees,3220,05/06/2023,4781,43,Detractor
8100,Valencia,Savings Account,ATM,Low Income,Others,Late Payment Fees,9072,07/03/2023,3638,474,Passive
8101,Valencia,Credit Card,Branch,High Income,Business,Insurance Fees,8117,11/11/2024,2861,102,Detractor
8102,Barcelona,Credit Card,Branch,High Income,Platinum,Credit Card Fees,3210,16/05/2024,8195,498,Promoter
8103,Murcia,Loan,Online,High Income,Student,Insurance Fees,5713,28/09/2023,6424,131,Promoter
8104,Zaragoza,Credit Card,Mobile,Middle Income,Platinum,Insurance Fees,9059,12/09/2023,389,279,Passive
8105,Zaragoza,Mortgage,ATM,Middle Income,Others,Late Payment Fees,8209,02/09/2024,6791,34,Passive
8106,Madrid,Credit Card,Online,High Income,Platinum,Late Payment Fees,6904,10/10/2024,227,111,Passive
8107,Bilbao,Loan,Branch,High Income,Others,Credit Card Fees,6753,20/10/2023,4280,440,Detractor
8108,Malaga,Credit Card,ATM,Middle Income,Others,Credit Card Fees,9886,06/01/2024,3553,30,Promoter
8109,Zaragoza,Checking Account,Mobile,Middle Income,Business,Late Payment Fees,5565,27/09/2023,4343,496,Detractor
8110,Barcelona,Checking Account,Mobile,High Income,Business,Credit Card Fees,8072,04/01/2023,6254,423,Detractor
8111,Malaga,Credit Card,Branch,High Income,Student,Credit Card Fees,4657,30/04/2024,4267,413,Detractor
8112,Valencia,Savings Account,Branch,Low Income,Platinum,Insurance Fees,2143,17/06/2023,5598,453,Detractor
8113,Malaga,Credit Card,ATM,Low Income,Business,Credit Card Fees,3344,05/02/2023,1590,383,Passive
8114,Bilbao,Checking Account,Online,Middle Income,Business,Late Payment Fees,9375,29/01/2024,4314,206,Passive
8115,Barcelona,Checking Account,ATM,High Income,Platinum,Credit Card Fees,7478,04/06/2024,1285,232,Detractor
8116,Bilbao,Mortgage,ATM,Middle Income,Platinum,Insurance Fees,2585,21/02/2024,6629,141,Detractor
8117,Malaga,Loan,Mobile,Low Income,Business,Late Payment Fees,4928,15/07/2024,8676,73,Detractor
8118,Murcia,Mortgage,ATM,Middle Income,Student,Late Payment Fees,9659,24/03/2024,9394,386,Detractor
8119,Zaragoza,Savings Account,Online,Middle Income,Business,Late Payment Fees,4217,21/02/2024,7493,147,Promoter
8120,Barcelona,Loan,ATM,Middle Income,Student,Insurance Fees,7312,15/01/2023,4606,96,Passive
8121,Murcia,Credit Card,Branch,Middle Income,Business,Credit Card Fees,3764,19/04/2024,6500,408,Passive
8122,Malaga,Credit Card,ATM,High Income,Platinum,Credit Card Fees,2762,06/06/2023,9228,93,Detractor
8123,Zaragoza,Savings Account,Branch,High Income,Others,Late Payment Fees,5634,21/09/2024,6360,295,Detractor
8124,Madrid,Checking Account,Mobile,Middle Income,Others,Credit Card Fees,7577,15/08/2024,1857,12,Detractor
8125,Murcia,Credit Card,Mobile,Low Income,Student,Insurance Fees,4248,23/02/2024,7786,378,Detractor
8126,Murcia,Mortgage,Mobile,High Income,Student,Insurance Fees,3506,25/04/2024,5545,254,Detractor
8127,Malaga,Checking Account,Mobile,Middle Income,Student,Late Payment Fees,1282,13/11/2023,3724,438,Detractor
8128,Valencia,Credit Card,Online,High Income,Business,Insurance Fees,5559,31/03/2023,4415,361,Detractor
8129,Malaga,Checking Account,Mobile,Middle Income,Student,Credit Card Fees,9636,06/02/2023,7928,164,Passive
8130,Murcia,Loan,ATM,High Income,Platinum,Insurance Fees,8569,05/08/2023,8061,372,Passive
8131,Zaragoza,Credit Card,Mobile,High Income,Others,Late Payment Fees,6824,12/08/2024,2917,277,Detractor
8132,Valencia,Credit Card,Branch,Middle Income,Others,Insurance Fees,1604,16/12/2024,4816,6,Passive
8133,Malaga,Checking Account,Branch,High Income,Business,Credit Card Fees,8948,23/12/2024,7602,281,Detractor
8134,Barcelona,Loan,Online,High Income,Platinum,Insurance Fees,2186,18/03/2024,8827,68,Detractor
8135,Malaga,Mortgage,Online,Middle Income,Business,Insurance Fees,7489,18/12/2023,3516,336,Detractor
8136,Murcia,Loan,Mobile,Middle Income,Platinum,Credit Card Fees,3714,10/01/2023,7339,286,Passive
8137,Murcia,Mortgage,Mobile,Middle Income,Business,Late Payment Fees,3240,21/10/2023,2295,13,Detractor
8138,Madrid,Savings Account,Branch,Middle Income,Platinum,Credit Card Fees,1899,15/11/2024,3632,437,Promoter
8139,Malaga,Loan,Mobile,Low Income,Platinum,Credit Card Fees,1657,23/12/2024,5046,285,Detractor
8140,Murcia,Mortgage,Mobile,High Income,Platinum,Insurance Fees,1194,27/12/2023,9981,323,Detractor
8141,Barcelona,Checking Account,ATM,Middle Income,Others,Late Payment Fees,2133,11/01/2023,3354,405,Promoter
8142,Bilbao,Mortgage,ATM,Middle Income,Student,Insurance Fees,5241,30/12/2023,9884,439,Passive
8143,Valencia,Savings Account,Online,Low Income,Student,Late Payment Fees,8974,02/01/2024,3405,318,Detractor
8144,Bilbao,Mortgage,Mobile,High Income,Platinum,Late Payment Fees,5008,16/09/2024,2634,389,Promoter
8145,Valencia,Loan,Mobile,Low Income,Others,Insurance Fees,5994,19/04/2024,9396,101,Detractor
8146,Barcelona,Mortgage,Branch,Middle Income,Business,Insurance Fees,7200,25/01/2024,7023,263,Detractor
8147,Malaga,Loan,ATM,High Income,Business,Credit Card Fees,1992,05/01/2024,7455,32,Detractor
8148,Madrid,Savings Account,Mobile,High Income,Student,Late Payment Fees,7659,07/02/2023,2869,84,Passive
8149,Murcia,Mortgage,ATM,High Income,Platinum,Credit Card Fees,4817,25/06/2024,8502,143,Detractor
8150,Murcia,Mortgage,Online,High Income,Others,Insurance Fees,4869,07/11/2024,5784,477,Detractor
8151,Murcia,Savings Account,Branch,Middle Income,Student,Credit Card Fees,9521,06/11/2024,6553,411,Detractor
8152,Malaga,Mortgage,Online,Low Income,Business,Late Payment Fees,2695,09/06/2024,8070,251,Passive
8153,Valencia,Loan,Mobile,High Income,Others,Credit Card Fees,7906,06/01/2023,439,346,Detractor
8154,Barcelona,Credit Card,Mobile,Low Income,Student,Credit Card Fees,4513,12/08/2024,4228,13,Passive
8155,Murcia,Credit Card,Mobile,Low Income,Student,Insurance Fees,7428,14/03/2023,791,31,Promoter
8156,Bilbao,Loan,ATM,Low Income,Business,Insurance Fees,8531,11/11/2023,5254,129,Passive
8157,Murcia,Mortgage,ATM,High Income,Platinum,Late Payment Fees,8963,12/06/2024,6076,393,Promoter
8158,Malaga,Loan,Online,Middle Income,Student,Insurance Fees,4480,11/10/2024,6210,440,Detractor
8159,Barcelona,Savings Account,ATM,High Income,Student,Late Payment Fees,3501,21/05/2023,3128,35,Detractor
8160,Madrid,Loan,Mobile,Low Income,Platinum,Insurance Fees,7652,04/12/2023,8222,194,Detractor
8161,Barcelona,Credit Card,Online,Low Income,Others,Credit Card Fees,4683,02/06/2023,5278,81,Detractor
8162,Bilbao,Checking Account,Branch,Low Income,Business,Credit Card Fees,4146,06/10/2024,8778,247,Detractor
8163,Murcia,Savings Account,Mobile,Low Income,Platinum,Late Payment Fees,4701,18/05/2024,8626,451,Promoter
8164,Murcia,Mortgage,ATM,Middle Income,Student,Credit Card Fees,7710,12/10/2023,439,218,Promoter
8165,Zaragoza,Loan,ATM,High Income,Others,Insurance Fees,9906,27/04/2024,5438,173,Detractor
8166,Valencia,Savings Account,Mobile,Low Income,Business,Insurance Fees,6069,21/08/2023,5791,447,Detractor
8167,Bilbao,Credit Card,Mobile,Middle Income,Platinum,Late Payment Fees,2136,11/08/2024,9204,23,Detractor
8168,Zaragoza,Mortgage,Online,Middle Income,Student,Late Payment Fees,6660,11/03/2024,6402,32,Detractor
8169,Barcelona,Loan,Branch,High Income,Student,Insurance Fees,8349,01/07/2023,4172,338,Passive
8170,Madrid,Loan,ATM,Low Income,Business,Credit Card Fees,6451,15/10/2024,358,266,Detractor
8171,Valencia,Mortgage,ATM,Middle Income,Others,Credit Card Fees,6924,12/11/2023,424,451,Promoter
8172,Bilbao,Checking Account,Online,High Income,Others,Insurance Fees,7400,11/05/2023,7128,336,Promoter
8173,Murcia,Checking Account,Online,High Income,Platinum,Credit Card Fees,9530,17/07/2024,9043,357,Passive
8174,Barcelona,Savings Account,Branch,Middle Income,Others,Late Payment Fees,7776,11/06/2023,5216,199,Detractor
8175,Bilbao,Loan,Branch,Middle Income,Business,Late Payment Fees,8182,02/07/2023,5204,334,Detractor
8176,Murcia,Savings Account,Branch,Low Income,Business,Credit Card Fees,4551,23/05/2024,6202,405,Passive
8177,Valencia,Mortgage,ATM,High Income,Others,Insurance Fees,8700,21/05/2023,6384,273,Detractor
8178,Murcia,Savings Account,Online,High Income,Others,Credit Card Fees,2731,04/09/2024,6529,99,Passive
8179,Madrid,Loan,ATM,Low Income,Platinum,Insurance Fees,4471,24/04/2024,9734,64,Detractor
8180,Barcelona,Checking Account,ATM,Low Income,Student,Credit Card Fees,3114,24/11/2023,6750,148,Detractor
8181,Malaga,Checking Account,Online,High Income,Platinum,Insurance Fees,9318,12/03/2024,9845,323,Detractor
8182,Murcia,Mortgage,Branch,High Income,Others,Insurance Fees,9463,16/06/2023,3592,91,Detractor
8183,Madrid,Credit Card,Online,Low Income,Others,Credit Card Fees,2488,11/09/2024,5609,355,Detractor
8184,Malaga,Savings Account,Online,Middle Income,Others,Insurance Fees,7512,09/05/2024,4492,344,Passive
8185,Barcelona,Mortgage,ATM,High Income,Student,Insurance Fees,3545,02/03/2024,9576,454,Detractor
8186,Valencia,Checking Account,Online,Middle Income,Others,Late Payment Fees,6564,02/11/2024,2837,470,Passive
8187,Valencia,Loan,ATM,High Income,Student,Credit Card Fees,6986,19/08/2023,4585,242,Passive
8188,Barcelona,Loan,Branch,High Income,Business,Insurance Fees,1036,15/08/2023,675,457,Promoter
8189,Barcelona,Credit Card,Branch,Middle Income,Business,Credit Card Fees,8701,07/03/2024,8908,468,Passive
8190,Bilbao,Credit Card,Mobile,Low Income,Others,Insurance Fees,7812,29/06/2023,5759,304,Passive
8191,Madrid,Checking Account,Online,Low Income,Others,Credit Card Fees,7063,03/05/2024,5279,314,Detractor
8192,Madrid,Credit Card,Branch,High Income,Others,Credit Card Fees,9201,07/02/2024,8016,36,Promoter
8193,Barcelona,Credit Card,ATM,Middle Income,Business,Insurance Fees,8738,24/01/2023,9605,417,Passive
8194,Zaragoza,Loan,ATM,Middle Income,Student,Late Payment Fees,4992,01/04/2023,8334,425,Passive
8195,Zaragoza,Savings Account,ATM,Middle Income,Platinum,Credit Card Fees,3549,14/08/2023,5172,255,Passive
8196,Malaga,Loan,Branch,High Income,Business,Late Payment Fees,5602,19/04/2024,5753,51,Promoter
8197,Malaga,Loan,Online,High Income,Others,Insurance Fees,3272,03/02/2023,2086,381,Detractor
8198,Zaragoza,Checking Account,Online,Middle Income,Student,Late Payment Fees,7815,21/06/2023,6830,194,Detractor
8199,Barcelona,Checking Account,Branch,Middle Income,Platinum,Insurance Fees,5356,07/10/2023,8581,466,Detractor
8200,Barcelona,Savings Account,Branch,Middle Income,Platinum,Credit Card Fees,7004,09/03/2023,3213,83,Promoter
8201,Malaga,Mortgage,Mobile,Middle Income,Others,Insurance Fees,4139,21/02/2024,5025,116,Detractor
8202,Murcia,Credit Card,Online,High Income,Others,Credit Card Fees,8458,17/07/2024,2375,177,Detractor
8203,Barcelona,Credit Card,Mobile,Low Income,Platinum,Insurance Fees,4097,29/10/2024,4848,398,Passive
8204,Zaragoza,Loan,Mobile,Low Income,Student,Late Payment Fees,1195,08/05/2024,8674,323,Detractor
8205,Madrid,Loan,Mobile,Low Income,Business,Credit Card Fees,3457,21/10/2023,534,388,Promoter
8206,Barcelona,Savings Account,Mobile,Low Income,Platinum,Credit Card Fees,3829,16/07/2024,4351,399,Detractor
8207,Barcelona,Credit Card,Online,Low Income,Business,Late Payment Fees,5578,17/03/2024,7783,280,Promoter
8208,Murcia,Loan,Mobile,Low Income,Others,Late Payment Fees,9681,04/02/2024,5542,241,Passive
8209,Malaga,Loan,Online,Middle Income,Platinum,Late Payment Fees,4812,31/08/2023,7619,111,Promoter
8210,Barcelona,Checking Account,Branch,Middle Income,Others,Late Payment Fees,1829,24/01/2023,8327,313,Detractor
8211,Valencia,Mortgage,Online,Low Income,Platinum,Credit Card Fees,4299,22/07/2023,9602,227,Detractor
8212,Bilbao,Savings Account,Branch,Low Income,Student,Credit Card Fees,1866,12/04/2023,7056,460,Promoter
8213,Zaragoza,Mortgage,Online,High Income,Student,Credit Card Fees,3189,30/06/2024,4414,44,Detractor
8214,Valencia,Mortgage,Online,High Income,Business,Insurance Fees,6232,11/09/2023,7200,79,Detractor
8215,Malaga,Savings Account,Online,High Income,Others,Insurance Fees,2390,06/06/2024,7661,221,Promoter
8216,Madrid,Credit Card,ATM,Low Income,Others,Late Payment Fees,1204,14/12/2024,5888,469,Detractor
8217,Bilbao,Loan,Online,High Income,Platinum,Late Payment Fees,3597,29/11/2024,5904,133,Detractor
8218,Valencia,Savings Account,Branch,High Income,Platinum,Credit Card Fees,5753,25/03/2024,2147,297,Detractor
8219,Bilbao,Loan,Online,Low Income,Student,Insurance Fees,7194,08/10/2024,8930,188,Detractor
8220,Zaragoza,Checking Account,Mobile,Low Income,Platinum,Late Payment Fees,7850,17/11/2023,6795,147,Detractor
8221,Malaga,Mortgage,Branch,Low Income,Student,Credit Card Fees,6463,25/06/2024,1052,217,Detractor
8222,Barcelona,Checking Account,Mobile,Middle Income,Student,Late Payment Fees,7907,03/05/2024,1601,481,Detractor
8223,Madrid,Mortgage,Branch,Low Income,Business,Insurance Fees,2483,03/09/2023,8967,216,Detractor
8224,Malaga,Credit Card,Mobile,High Income,Student,Insurance Fees,7082,12/11/2023,8688,397,Detractor
8225,Bilbao,Savings Account,Branch,Low Income,Platinum,Late Payment Fees,5739,01/03/2024,6987,369,Passive
8226,Valencia,Credit Card,Mobile,Middle Income,Student,Late Payment Fees,4815,13/03/2023,486,460,Passive
8227,Zaragoza,Mortgage,Mobile,Middle Income,Business,Late Payment Fees,8698,26/10/2023,7089,192,Detractor
8228,Zaragoza,Checking Account,Branch,High Income,Platinum,Insurance Fees,2662,19/11/2023,6808,76,Promoter
8229,Malaga,Mortgage,Branch,Middle Income,Others,Insurance Fees,9022,10/06/2024,1854,83,Detractor
8230,Barcelona,Credit Card,Branch,High Income,Business,Late Payment Fees,2913,27/08/2023,3374,416,Passive
8231,Valencia,Credit Card,Mobile,Middle Income,Business,Credit Card Fees,1259,03/02/2023,4962,268,Detractor
8232,Barcelona,Checking Account,Online,Middle Income,Student,Late Payment Fees,6834,24/09/2023,9621,366,Passive
8233,Barcelona,Checking Account,Branch,Low Income,Business,Insurance Fees,7485,01/04/2023,6224,52,Promoter
8234,Valencia,Credit Card,Branch,Middle Income,Platinum,Credit Card Fees,9832,03/09/2024,113,120,Detractor
8235,Bilbao,Mortgage,Online,Middle Income,Student,Insurance Fees,2760,09/11/2024,2909,80,Detractor
8236,Malaga,Mortgage,Mobile,Low Income,Platinum,Late Payment Fees,9857,31/05/2023,6217,255,Promoter
8237,Malaga,Savings Account,ATM,Low Income,Platinum,Credit Card Fees,3675,12/07/2023,4035,477,Passive
8238,Murcia,Credit Card,ATM,Middle Income,Student,Credit Card Fees,7103,11/01/2024,5806,88,Passive
8239,Malaga,Savings Account,Online,Low Income,Business,Credit Card Fees,6504,10/09/2023,4417,221,Promoter
8240,Zaragoza,Credit Card,Online,Middle Income,Student,Insurance Fees,1247,17/10/2023,9077,434,Promoter
8241,Bilbao,Savings Account,ATM,Middle Income,Others,Late Payment Fees,2649,28/12/2023,3983,174,Detractor
8242,Valencia,Loan,ATM,Middle Income,Business,Insurance Fees,7768,30/10/2024,3952,343,Detractor
8243,Malaga,Mortgage,Mobile,Low Income,Business,Insurance Fees,2592,23/08/2024,6917,197,Passive
8244,Bilbao,Mortgage,ATM,Low Income,Business,Credit Card Fees,6802,05/08/2023,6783,94,Promoter
8245,Malaga,Loan,Mobile,Middle Income,Business,Insurance Fees,5444,31/12/2024,7351,203,Detractor
8246,Valencia,Checking Account,Branch,Low Income,Others,Late Payment Fees,8217,10/03/2024,9149,225,Detractor
8247,Madrid,Loan,Online,High Income,Platinum,Late Payment Fees,4392,06/08/2024,7360,324,Detractor
8248,Valencia,Mortgage,Branch,Low Income,Student,Credit Card Fees,4185,16/01/2023,4461,54,Passive
8249,Valencia,Credit Card,Online,Low Income,Business,Credit Card Fees,5142,22/03/2023,9790,187,Passive
8250,Valencia,Savings Account,Branch,Low Income,Student,Late Payment Fees,4429,18/02/2023,5149,369,Passive
8251,Malaga,Mortgage,Mobile,High Income,Platinum,Credit Card Fees,1170,03/11/2024,7688,92,Passive
8252,Murcia,Loan,Online,Middle Income,Others,Late Payment Fees,7195,21/10/2023,7406,70,Detractor
8253,Valencia,Credit Card,Branch,Middle Income,Student,Insurance Fees,3742,05/10/2024,9287,33,Promoter
8254,Zaragoza,Mortgage,Online,High Income,Platinum,Insurance Fees,1426,05/12/2023,5426,249,Promoter
8255,Zaragoza,Loan,Mobile,Low Income,Business,Insurance Fees,1634,10/08/2023,1072,266,Promoter
